,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
256,REAL SOCIEDAD,ESPANYOL,1-0,1-0,3.3,6.3,6.0,52,48,4.0,4.0,10.0,2.0,6.0,27.0,73.0,27.0,25.0,13.0,2.0,0.0,0.0,4.0,4.0,9.0,1.0,5.0,22.0,75.0,23.0,41.0,14.0,3.0,0.0,0.0,1,0,0,1,2014
257,VILLARREAL,CELTA,4-1,2-0,6.2,8.1,5.2,43,57,4.0,8.0,12.0,0.0,3.0,23.0,75.0,20.0,17.0,10.0,0.0,0.0,0.0,7.0,4.0,13.0,2.0,2.0,26.0,79.0,10.0,23.0,13.0,2.0,0.0,0.0,4,1,1,4,2014
258,ATLETICO MADRID,VALENCIA,1-1,1-0,4.4,6.6,6.0,45,55,3.0,3.0,8.0,2.0,6.0,36.0,69.0,35.0,26.0,22.0,5.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,27.0,74.0,28.0,29.0,19.0,7.0,1.0,0.0,1,1,1,1,2014
259,CÓRDOBA,GETAFE,1-2,0-0,6.4,5.4,6.3,56,44,10.0,4.0,18.0,4.0,5.0,16.0,78.0,20.0,25.0,11.0,3.0,0.0,0.0,4.0,7.0,15.0,4.0,6.0,25.0,71.0,18.0,31.0,10.0,2.0,0.0,0.0,1,2,2,1,2014
260,VALENCIA,DEPORTIVO,2-0,0-0,4.1,7.3,5.5,50,50,6.0,8.0,16.0,2.0,5.0,24.0,78.0,20.0,27.0,12.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,4.0,28.0,75.0,15.0,26.0,17.0,2.0,0.0,0.0,2,0,0,2,2014
261,ESPANYOL,ATLETICO MADRID,0-0,0-0,2.8,5.7,6.6,49,51,6.0,1.0,7.0,0.0,6.0,18.0,76.0,29.0,52.0,33.0,3.0,0.0,0.0,6.0,6.0,14.0,2.0,7.0,20.0,72.0,37.0,34.0,18.0,3.0,0.0,1.0,0,0,0,0,2014
262,EIBAR,BARCELONA,0-2,0-1,4.3,5.8,7.7,30,70,5.0,2.0,13.0,6.0,6.0,24.0,66.0,9.0,23.0,14.0,1.0,0.0,0.0,3.0,4.0,12.0,5.0,3.0,23.0,86.0,12.0,19.0,3.0,0.0,0.0,0.0,0,2,2,0,2014
263,RAYO VALLECANO,GRANADA,3-1,0-1,7.0,7.5,5.0,62,38,5.0,8.0,16.0,3.0,6.0,38.0,78.0,13.0,36.0,15.0,3.0,0.0,0.0,6.0,3.0,11.0,2.0,6.0,25.0,61.0,11.0,22.0,8.0,2.0,0.0,0.0,3,1,1,3,2014
264,CELTA,ATHLETIC,1-2,0-2,6.3,5.7,6.6,65,35,7.0,5.0,16.0,4.0,8.0,13.0,83.0,9.0,15.0,14.0,3.0,0.0,0.0,5.0,4.0,12.0,3.0,5.0,19.0,65.0,17.0,23.0,13.0,4.0,1.0,0.0,1,2,2,1,2014
265,ALMERÍA,VILLARREAL,0-0,0-0,3.5,5.9,5.9,40,60,6.0,2.0,9.0,1.0,4.0,18.0,66.0,12.0,16.0,16.0,4.0,0.0,1.0,5.0,7.0,18.0,6.0,3.0,17.0,78.0,16.0,26.0,15.0,5.0,1.0,0.0,0,0,0,0,2014
266,MÁLAGA,CÓRDOBA,2-0,0-0,4.4,7.7,6.0,57,43,8.0,6.0,19.0,5.0,2.0,31.0,81.0,17.0,20.0,11.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,16.0,77.0,13.0,54.0,15.0,2.0,0.0,0.0,2,0,0,2,2014
267,SEVILLA FC,ELCHE,3-0,2-0,5.2,7.5,5.2,55,45,7.0,4.0,12.0,1.0,5.0,18.0,81.0,15.0,16.0,13.0,2.0,0.0,0.0,7.0,3.0,13.0,3.0,8.0,20.0,80.0,18.0,26.0,11.0,3.0,0.0,0.0,3,0,0,3,2014
268,REAL MADRID,LEVANTE,2-0,2-0,5.2,7.8,5.1,67,33,12.0,6.0,22.0,4.0,10.0,27.0,90.0,20.0,13.0,9.0,2.0,0.0,0.0,6.0,0.0,7.0,1.0,4.0,13.0,80.0,8.0,34.0,15.0,0.0,0.0,0.0,2,0,0,2,2014
269,GETAFE,REAL SOCIEDAD,0-1,0-0,3.8,6.0,7.2,47,53,5.0,5.0,14.0,4.0,6.0,32.0,71.0,20.0,23.0,15.0,4.0,0.0,0.0,4.0,4.0,9.0,1.0,5.0,20.0,71.0,24.0,45.0,12.0,1.0,0.0,0.0,0,1,1,0,2014
270,ELCHE,VALENCIA,0-4,0-0,4.9,4.6,9.0,49,51,1.0,1.0,7.0,5.0,4.0,31.0,77.0,15.0,12.0,12.0,1.0,0.0,0.0,5.0,5.0,10.0,0.0,3.0,16.0,81.0,19.0,33.0,10.0,0.0,0.0,0.0,0,4,4,0,2014
271,ATLETICO MADRID,GETAFE,2-0,2-0,4.5,7.3,5.8,56,44,8.0,6.0,15.0,1.0,10.0,21.0,80.0,20.0,20.0,10.0,2.0,0.0,0.0,1.0,2.0,6.0,3.0,5.0,17.0,83.0,10.0,43.0,16.0,2.0,0.0,0.0,2,0,0,2,2014
272,RAYO VALLECANO,MÁLAGA,1-0,1-0,2.8,6.6,5.9,54,46,5.0,2.0,11.0,4.0,7.0,38.0,69.0,25.0,35.0,20.0,8.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,29.0,61.0,25.0,32.0,15.0,1.0,1.0,0.0,1,0,0,1,2014
273,LEVANTE,CELTA,0-1,0-0,4.3,5.8,6.7,36,64,5.0,3.0,9.0,1.0,5.0,25.0,69.0,14.0,31.0,17.0,4.0,0.0,0.0,7.0,5.0,17.0,5.0,4.0,23.0,82.0,15.0,16.0,9.0,3.0,0.0,0.0,0,1,1,0,2014
274,ATHLETIC,ALMERÍA,2-1,2-0,6.0,6.8,5.3,58,42,8.0,6.0,21.0,7.0,9.0,31.0,76.0,21.0,24.0,8.0,2.0,0.0,0.0,3.0,1.0,7.0,3.0,6.0,29.0,64.0,23.0,44.0,20.0,5.0,1.0,0.0,2,1,1,2,2014
275,GRANADA,EIBAR,0-0,0-0,2.3,6.7,6.1,66,34,9.0,4.0,17.0,4.0,7.0,34.0,84.0,20.0,18.0,14.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,5.0,19.0,62.0,28.0,40.0,17.0,1.0,0.0,0.0,0,0,0,0,2014
276,DEPORTIVO,ESPANYOL,0-0,0-0,2.4,6.6,6.1,55,45,9.0,1.0,14.0,4.0,2.0,32.0,76.0,19.0,23.0,10.0,4.0,0.0,0.0,4.0,2.0,7.0,1.0,2.0,26.0,76.0,18.0,30.0,16.0,4.0,0.0,0.0,0,0,0,0,2014
277,VILLARREAL,SEVILLA FC,0-2,0-0,5.0,5.6,6.8,61,39,11.0,5.0,23.0,7.0,8.0,18.0,81.0,17.0,26.0,11.0,2.0,0.0,0.0,3.0,5.0,9.0,1.0,2.0,22.0,63.0,23.0,37.0,16.0,1.0,0.0,0.0,0,2,2,0,2014
278,REAL SOCIEDAD,CÓRDOBA,3-1,1-0,7.3,6.1,4.9,69,31,12.0,3.0,20.0,5.0,9.0,27.0,85.0,24.0,11.0,9.0,1.0,0.0,0.0,4.0,6.0,11.0,1.0,5.0,14.0,67.0,16.0,41.0,16.0,7.0,1.0,2.0,3,1,1,3,2014
279,BARCELONA,REAL MADRID,2-1,1-1,6.6,7.1,6.0,52,48,9.0,5.0,17.0,3.0,7.0,12.0,87.0,6.0,19.0,9.0,5.0,0.0,0.0,6.0,4.0,13.0,3.0,10.0,15.0,85.0,12.0,17.0,14.0,6.0,0.0,0.0,2,1,1,2,2014
280,EIBAR,RAYO VALLECANO,1-2,1-2,6.0,4.5,7.7,42,58,6.0,4.0,12.0,2.0,4.0,29.0,65.0,30.0,15.0,15.0,4.0,1.0,0.0,5.0,8.0,13.0,0.0,4.0,28.0,79.0,30.0,35.0,15.0,3.0,0.0,0.0,1,2,2,1,2014
281,SEVILLA FC,ATHLETIC,2-0,2-0,4.3,7.2,5.6,47,53,1.0,5.0,9.0,3.0,6.0,26.0,76.0,16.0,35.0,17.0,3.0,0.0,0.0,3.0,2.0,14.0,9.0,7.0,22.0,81.0,24.0,23.0,9.0,3.0,0.0,0.0,2,0,0,2,2014
282,CÓRDOBA,ATLETICO MADRID,0-2,0-2,3.7,5.6,7.1,58,42,6.0,2.0,11.0,3.0,3.0,33.0,82.0,25.0,18.0,12.0,2.0,0.0,0.0,2.0,4.0,8.0,2.0,5.0,22.0,77.0,29.0,30.0,9.0,1.0,0.0,0.0,0,2,2,0,2014
283,ALMERÍA,LEVANTE,1-4,0-2,5.8,4.7,7.2,42,58,4.0,3.0,9.0,2.0,7.0,18.0,72.0,23.0,36.0,18.0,4.0,1.0,0.0,3.0,5.0,15.0,7.0,8.0,25.0,79.0,22.0,22.0,16.0,2.0,0.0,0.0,1,4,4,1,2014
284,MÁLAGA,REAL SOCIEDAD,1-1,0-0,5.1,7.0,6.3,53,47,2.0,6.0,13.0,5.0,12.0,30.0,80.0,11.0,26.0,17.0,4.0,0.0,0.0,4.0,3.0,9.0,2.0,3.0,13.0,73.0,23.0,40.0,10.0,5.0,0.0,0.0,1,1,1,1,2014
285,REAL MADRID,GRANADA,9-1,4-0,8.4,9.3,3.5,61,39,13.0,11.0,29.0,5.0,10.0,22.0,89.0,12.0,6.0,6.0,1.0,0.0,0.0,4.0,6.0,11.0,1.0,1.0,12.0,81.0,3.0,23.0,9.0,2.0,0.0,0.0,9,1,1,9,2014
286,VALENCIA,VILLARREAL,0-0,0-0,2.0,7.2,6.1,55,45,7.0,3.0,13.0,3.0,2.0,23.0,79.0,17.0,53.0,14.0,2.0,0.0,0.0,2.0,1.0,5.0,2.0,6.0,30.0,66.0,9.0,36.0,18.0,5.0,0.0,0.0,0,0,0,0,2014
287,GETAFE,DEPORTIVO,2-1,2-0,4.8,6.7,6.1,42,58,5.0,4.0,11.0,2.0,5.0,30.0,70.0,20.0,27.0,19.0,1.0,0.0,0.0,5.0,2.0,9.0,2.0,1.0,31.0,77.0,18.0,20.0,14.0,3.0,0.0,0.0,2,1,1,2,2014
288,CELTA,BARCELONA,0-1,0-0,3.1,5.7,7.4,38,62,6.0,1.0,7.0,0.0,4.0,17.0,72.0,7.0,22.0,26.0,2.0,0.0,1.0,6.0,3.0,12.0,3.0,3.0,19.0,85.0,17.0,17.0,12.0,2.0,0.0,0.0,0,1,1,0,2014
289,ESPANYOL,ELCHE,1-1,1-0,3.8,5.8,6.8,41,59,1.0,3.0,5.0,1.0,4.0,25.0,71.0,21.0,28.0,18.0,3.0,0.0,0.0,4.0,2.0,8.0,2.0,4.0,26.0,78.0,21.0,17.0,16.0,3.0,0.0,0.0,1,1,1,1,2014
290,ATLETICO MADRID,REAL SOCIEDAD,2-0,2-0,4.4,7.3,5.7,57,43,7.0,3.0,12.0,2.0,4.0,19.0,83.0,18.0,26.0,13.0,1.0,0.0,0.0,5.0,2.0,9.0,2.0,10.0,33.0,74.0,22.0,17.0,17.0,0.0,0.0,0.0,2,0,0,2,2014
291,LEVANTE,SEVILLA FC,1-2,0-2,6.7,5.7,6.4,59,41,9.0,6.0,19.0,4.0,12.0,21.0,80.0,14.0,13.0,16.0,4.0,0.0,0.0,6.0,5.0,12.0,1.0,3.0,26.0,71.0,25.0,40.0,16.0,5.0,0.0,0.0,1,2,2,1,2014
292,EIBAR,MÁLAGA,1-0,0-0,3.3,6.3,5.8,44,56,3.0,5.0,8.0,0.0,4.0,25.0,71.0,22.0,45.0,15.0,3.0,0.0,0.0,7.0,4.0,14.0,3.0,2.0,25.0,76.0,16.0,22.0,17.0,2.0,0.0,0.0,1,0,0,1,2014
293,BARCELONA,ALMERÍA,4-0,1-0,6.5,8.6,4.5,72,28,4.0,12.0,19.0,3.0,14.0,11.0,92.0,6.0,7.0,9.0,1.0,0.0,0.0,2.0,3.0,6.0,1.0,5.0,15.0,73.0,8.0,28.0,14.0,3.0,0.0,0.0,4,0,0,4,2014
294,DEPORTIVO,CÓRDOBA,1-1,0-0,5.2,5.8,6.6,53,47,3.0,2.0,8.0,3.0,6.0,32.0,73.0,25.0,14.0,12.0,4.0,1.0,0.0,9.0,7.0,16.0,0.0,5.0,22.0,77.0,25.0,31.0,16.0,3.0,0.0,0.0,1,1,1,1,2014
295,RAYO VALLECANO,REAL MADRID,0-2,0-0,5.3,5.9,6.0,57,43,6.0,8.0,20.0,6.0,8.0,21.0,83.0,15.0,4.0,15.0,4.0,0.0,0.0,10.0,5.0,17.0,2.0,1.0,18.0,80.0,14.0,30.0,11.0,5.0,0.0,0.0,0,2,2,0,2014
296,GRANADA,CELTA,1-1,1-0,4.7,5.9,6.5,30,70,3.0,3.0,8.0,2.0,1.0,20.0,59.0,18.0,29.0,13.0,5.0,1.0,0.0,6.0,4.0,12.0,2.0,5.0,30.0,82.0,21.0,11.0,14.0,5.0,0.0,0.0,1,1,1,1,2014
297,ATHLETIC,VALENCIA,1-1,0-0,5.0,6.1,6.6,53,47,6.0,4.0,12.0,2.0,8.0,30.0,74.0,18.0,24.0,17.0,5.0,0.0,0.0,2.0,4.0,7.0,1.0,3.0,32.0,72.0,29.0,53.0,15.0,3.0,0.0,1.0,1,1,1,1,2014
298,ELCHE,GETAFE,0-1,0-0,3.9,5.7,6.4,60,40,11.0,2.0,16.0,3.0,10.0,26.0,81.0,13.0,10.0,13.0,2.0,0.0,0.0,2.0,4.0,9.0,3.0,4.0,15.0,74.0,18.0,31.0,19.0,3.0,0.0,0.0,0,1,1,0,2014
299,VILLARREAL,ESPANYOL,0-3,0-1,4.7,5.7,8.2,53,47,3.0,2.0,7.0,2.0,7.0,27.0,74.0,27.0,28.0,14.0,1.0,0.0,0.0,3.0,4.0,14.0,7.0,2.0,28.0,72.0,22.0,40.0,14.0,1.0,0.0,0.0,0,3,3,0,2014
300,REAL MADRID,EIBAR,3-0,2-0,6.8,8.6,4.8,62,38,7.0,13.0,24.0,4.0,7.0,17.0,92.0,6.0,6.0,10.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,4.0,16.0,81.0,9.0,20.0,18.0,3.0,0.0,0.0,3,0,0,3,2014
301,MÁLAGA,ATLETICO MADRID,2-2,1-1,7.1,6.6,6.2,48,52,3.0,3.0,11.0,5.0,6.0,25.0,71.0,25.0,31.0,13.0,2.0,0.0,0.0,3.0,5.0,11.0,3.0,1.0,26.0,72.0,22.0,38.0,10.0,3.0,0.0,0.0,2,2,2,2,2014
302,SEVILLA FC,BARCELONA,2-2,1-2,7.8,6.1,6.7,30,70,5.0,2.0,11.0,4.0,2.0,13.0,74.0,9.0,13.0,23.0,5.0,0.0,0.0,5.0,7.0,17.0,5.0,4.0,19.0,89.0,15.0,19.0,9.0,2.0,0.0,0.0,2,2,2,2,2014
303,CELTA,RAYO VALLECANO,6-1,4-1,6.5,8.3,4.6,50,50,5.0,10.0,17.0,2.0,3.0,30.0,79.0,16.0,22.0,16.0,1.0,0.0,0.0,6.0,4.0,12.0,2.0,4.0,15.0,80.0,23.0,19.0,3.0,1.0,0.0,0.0,6,1,1,6,2014
304,ALMERÍA,GRANADA,3-0,1-0,6.3,8.0,4.3,59,41,8.0,9.0,17.0,0.0,5.0,24.0,75.0,15.0,17.0,16.0,4.0,0.0,0.0,4.0,3.0,15.0,8.0,6.0,25.0,64.0,18.0,37.0,14.0,4.0,0.0,0.0,3,0,0,3,2014
305,GETAFE,VILLARREAL,1-1,0-0,4.2,6.2,6.2,56,44,6.0,2.0,12.0,4.0,11.0,23.0,81.0,9.0,22.0,9.0,2.0,0.0,0.0,5.0,4.0,9.0,0.0,5.0,21.0,70.0,16.0,29.0,16.0,6.0,0.0,0.0,1,1,1,1,2014
306,ESPANYOL,ATHLETIC,1-0,1-0,2.4,6.6,6.2,44,56,2.0,1.0,5.0,2.0,7.0,26.0,67.0,25.0,39.0,14.0,2.0,0.0,0.0,6.0,2.0,10.0,2.0,1.0,34.0,72.0,20.0,22.0,13.0,2.0,0.0,0.0,1,0,0,1,2014
307,REAL SOCIEDAD,DEPORTIVO,2-2,1-1,7.6,5.5,6.0,47,53,3.0,4.0,9.0,2.0,5.0,27.0,72.0,32.0,30.0,12.0,4.0,0.0,0.0,7.0,5.0,16.0,4.0,7.0,18.0,77.0,23.0,18.0,19.0,4.0,0.0,0.0,2,2,2,2,2014
308,CÓRDOBA,ELCHE,0-2,0-1,3.9,5.7,6.9,54,46,12.0,2.0,15.0,1.0,8.0,29.0,75.0,22.0,9.0,9.0,0.0,0.0,1.0,3.0,3.0,7.0,1.0,3.0,26.0,71.0,16.0,36.0,26.0,2.0,0.0,0.0,0,2,2,0,2014
309,VALENCIA,LEVANTE,3-0,2-0,5.4,7.5,5.2,54,46,4.0,5.0,13.0,4.0,5.0,18.0,82.0,23.0,28.0,12.0,3.0,0.0,0.0,9.0,1.0,11.0,1.0,4.0,33.0,75.0,17.0,17.0,12.0,3.0,0.0,0.0,3,0,0,3,2014
310,LEVANTE,ESPANYOL,2-2,1-2,7.6,6.3,6.8,51,49,5.0,3.0,14.0,6.0,8.0,27.0,76.0,19.0,17.0,14.0,1.0,0.0,0.0,3.0,6.0,12.0,3.0,4.0,31.0,74.0,17.0,24.0,18.0,3.0,0.0,0.0,2,2,2,2,2014
311,BARCELONA,VALENCIA,2-0,1-0,5.7,6.9,5.4,69,31,6.0,5.0,11.0,0.0,6.0,16.0,88.0,11.0,14.0,18.0,4.0,0.0,0.0,5.0,3.0,11.0,3.0,3.0,13.0,78.0,15.0,10.0,18.0,4.0,0.0,0.0,2,0,0,2,2014
312,DEPORTIVO,ATLETICO MADRID,1-2,0-2,5.6,5.4,7.5,55,45,3.0,2.0,9.0,4.0,5.0,35.0,78.0,24.0,23.0,16.0,2.0,0.0,0.0,5.0,10.0,15.0,0.0,6.0,21.0,76.0,31.0,36.0,15.0,4.0,0.0,0.0,1,2,2,1,2014
313,REAL MADRID,MÁLAGA,3-1,1-0,6.1,6.7,5.3,70,30,6.0,6.0,12.0,0.0,4.0,7.0,91.0,10.0,11.0,11.0,2.0,0.0,0.0,7.0,2.0,11.0,2.0,3.0,27.0,71.0,3.0,15.0,26.0,2.0,0.0,0.0,3,1,1,3,2014
314,ATHLETIC,GETAFE,4-0,1-0,6.0,8.8,4.0,64,36,13.0,8.0,27.0,6.0,6.0,29.0,86.0,19.0,14.0,12.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,69.0,17.0,23.0,12.0,4.0,0.0,1.0,4,0,0,4,2014
315,RAYO VALLECANO,ALMERÍA,2-0,1-0,4.5,7.6,5.4,57,43,3.0,9.0,13.0,1.0,5.0,25.0,81.0,19.0,29.0,18.0,1.0,0.0,0.0,1.0,3.0,8.0,4.0,7.0,31.0,71.0,10.0,21.0,12.0,2.0,0.0,0.0,2,0,0,2,2014
316,GRANADA,SEVILLA FC,1-1,1-0,4.5,5.9,6.7,38,62,4.0,2.0,6.0,0.0,5.0,15.0,74.0,13.0,34.0,15.0,2.0,0.0,0.0,10.0,3.0,16.0,3.0,9.0,23.0,83.0,11.0,13.0,14.0,2.0,0.0,0.0,1,1,1,1,2014
317,VILLARREAL,CÓRDOBA,0-0,0-0,4.6,6.3,6.9,57,43,12.0,7.0,28.0,9.0,12.0,16.0,82.0,19.0,24.0,14.0,1.0,0.0,0.0,2.0,4.0,10.0,4.0,3.0,26.0,75.0,18.0,34.0,16.0,4.0,0.0,0.0,0,0,0,0,2014
318,EIBAR,CELTA,0-1,0-1,3.9,5.6,7.3,35,65,6.0,3.0,11.0,2.0,1.0,21.0,64.0,24.0,27.0,10.0,2.0,0.0,0.0,7.0,5.0,17.0,5.0,9.0,20.0,81.0,19.0,28.0,20.0,2.0,0.0,0.0,0,1,1,0,2014
319,ELCHE,REAL SOCIEDAD,1-0,1-0,2.8,7.0,5.1,51,49,6.0,2.0,9.0,1.0,7.0,26.0,76.0,14.0,30.0,21.0,3.0,0.0,0.0,1.0,2.0,4.0,1.0,4.0,24.0,73.0,26.0,21.0,11.0,4.0,0.0,0.0,1,0,0,1,2014
320,CÓRDOBA,ATHLETIC,0-1,0-0,3.9,6.0,5.9,51,49,14.0,2.0,21.0,5.0,10.0,20.0,77.0,22.0,31.0,13.0,2.0,0.0,0.0,8.0,4.0,15.0,3.0,5.0,21.0,73.0,17.0,21.0,19.0,3.0,0.0,0.0,0,1,1,0,2014
321,ESPANYOL,BARCELONA,0-2,0-2,5.0,5.2,7.2,28,72,3.0,2.0,7.0,2.0,5.0,12.0,78.0,8.0,12.0,21.0,6.0,1.0,0.0,4.0,5.0,12.0,3.0,3.0,19.0,89.0,17.0,18.0,12.0,2.0,1.0,0.0,0,2,2,0,2014
322,ATLETICO MADRID,ELCHE,3-0,0-0,5.6,7.8,4.7,53,47,6.0,9.0,18.0,3.0,9.0,24.0,84.0,26.0,25.0,11.0,3.0,0.0,0.0,6.0,3.0,14.0,5.0,8.0,17.0,74.0,21.0,23.0,18.0,2.0,0.0,0.0,3,0,0,3,2014
323,GETAFE,LEVANTE,0-1,0-1,3.0,5.8,6.6,65,35,4.0,2.0,9.0,3.0,5.0,35.0,84.0,17.0,19.0,9.0,4.0,0.0,0.0,5.0,3.0,10.0,2.0,5.0,28.0,60.0,10.0,31.0,14.0,3.0,0.0,0.0,0,1,1,0,2014
324,REAL SOCIEDAD,VILLARREAL,0-0,0-0,3.1,6.1,6.6,60,40,6.0,2.0,13.0,5.0,7.0,23.0,81.0,22.0,22.0,15.0,1.0,0.0,0.0,6.0,4.0,19.0,9.0,9.0,23.0,72.0,21.0,36.0,13.0,4.0,0.0,0.0,0,0,0,0,2014
325,MÁLAGA,DEPORTIVO,1-1,0-0,4.9,6.0,6.4,55,45,7.0,5.0,14.0,2.0,9.0,32.0,76.0,18.0,26.0,17.0,5.0,0.0,0.0,7.0,3.0,12.0,2.0,5.0,24.0,66.0,23.0,25.0,15.0,1.0,0.0,0.0,1,1,1,1,2014
326,ALMERÍA,EIBAR,2-0,1-0,4.3,6.9,5.0,55,45,4.0,3.0,9.0,2.0,5.0,26.0,75.0,20.0,33.0,11.0,4.0,0.0,0.0,2.0,5.0,8.0,1.0,7.0,36.0,68.0,20.0,15.0,13.0,3.0,0.0,0.0,2,0,0,2,2014
327,SEVILLA FC,RAYO VALLECANO,2-0,2-0,4.9,7.2,5.9,40,60,3.0,8.0,13.0,2.0,5.0,18.0,73.0,16.0,25.0,15.0,0.0,0.0,0.0,14.0,3.0,22.0,5.0,8.0,13.0,84.0,13.0,14.0,13.0,2.0,0.0,0.0,2,0,0,2,2014
328,CELTA,REAL MADRID,2-4,2-3,8.7,5.3,7.8,54,46,10.0,4.0,20.0,6.0,5.0,16.0,85.0,15.0,15.0,17.0,3.0,0.0,0.0,2.0,7.0,10.0,1.0,4.0,17.0,82.0,17.0,18.0,6.0,2.0,0.0,0.0,2,4,4,2,2014
329,VALENCIA,GRANADA,4-0,2-0,5.4,8.4,4.8,62,38,6.0,6.0,13.0,1.0,2.0,23.0,85.0,9.0,23.0,12.0,3.0,0.0,0.0,3.0,2.0,5.0,2.0,6.0,26.0,71.0,10.0,15.0,16.0,3.0,0.0,0.0,4,0,0,4,2014
330,BARCELONA,GETAFE,6-0,5-0,6.6,9.6,4.1,73,27,7.0,12.0,21.0,2.0,5.0,13.0,90.0,6.0,11.0,11.0,0.0,0.0,0.0,3.0,3.0,7.0,1.0,6.0,13.0,75.0,7.0,14.0,5.0,0.0,0.0,0.0,6,0,0,6,2014
331,LEVANTE,CÓRDOBA,1-0,1-0,2.9,6.2,5.8,44,56,8.0,3.0,12.0,1.0,6.0,17.0,81.0,16.0,19.0,17.0,3.0,0.0,0.0,6.0,1.0,8.0,1.0,5.0,21.0,80.0,20.0,20.0,10.0,3.0,0.0,0.0,1,0,0,1,2014
332,ATHLETIC,REAL SOCIEDAD,1-1,0-0,4.6,6.0,6.6,59,41,6.0,2.0,11.0,3.0,7.0,24.0,80.0,24.0,21.0,16.0,2.0,0.0,0.0,5.0,8.0,13.0,0.0,3.0,17.0,68.0,23.0,41.0,13.0,2.0,0.0,1.0,1,1,1,1,2014
333,REAL MADRID,ALMERÍA,3-0,1-0,5.1,7.5,5.2,57,43,12.0,4.0,18.0,2.0,10.0,20.0,88.0,15.0,20.0,9.0,1.0,0.0,0.0,3.0,2.0,7.0,4.0,4.0,11.0,83.0,7.0,24.0,12.0,0.0,0.0,0.0,3,0,0,3,2014
334,CELTA,MÁLAGA,1-0,0-0,3.8,6.9,5.6,65,35,10.0,2.0,14.0,2.0,3.0,22.0,81.0,25.0,15.0,6.0,3.0,0.0,0.0,4.0,1.0,7.0,2.0,5.0,20.0,63.0,8.0,20.0,13.0,5.0,0.0,0.0,1,0,0,1,2014
335,EIBAR,SEVILLA FC,1-3,0-2,5.7,4.8,7.2,63,37,6.0,3.0,15.0,6.0,4.0,13.0,77.0,15.0,33.0,17.0,3.0,0.0,0.0,3.0,6.0,13.0,4.0,2.0,24.0,57.0,19.0,37.0,10.0,2.0,0.0,0.0,1,3,3,1,2014
336,ELCHE,DEPORTIVO,4-0,2-0,5.8,8.0,5.2,58,42,2.0,7.0,12.0,3.0,3.0,22.0,84.0,13.0,27.0,7.0,1.0,0.0,0.0,5.0,5.0,10.0,0.0,4.0,26.0,79.0,17.0,21.0,10.0,2.0,0.0,0.0,4,0,0,4,2014
337,VILLARREAL,ATLETICO MADRID,0-1,0-0,3.2,6.1,6.4,42,58,6.0,3.0,13.0,4.0,7.0,10.0,73.0,17.0,40.0,5.0,0.0,0.0,0.0,7.0,3.0,12.0,2.0,1.0,34.0,79.0,32.0,32.0,18.0,5.0,0.0,0.0,0,1,1,0,2014
338,RAYO VALLECANO,VALENCIA,1-1,1-0,5.1,6.3,6.0,47,53,4.0,3.0,9.0,2.0,4.0,14.0,75.0,26.0,37.0,21.0,2.0,0.0,1.0,6.0,5.0,13.0,2.0,8.0,27.0,72.0,25.0,21.0,15.0,1.0,0.0,1.0,1,1,1,1,2014
339,GRANADA,ESPANYOL,1-2,0-1,5.5,5.7,6.6,55,45,10.0,4.0,16.0,2.0,8.0,33.0,73.0,9.0,23.0,19.0,2.0,0.0,0.0,2.0,3.0,7.0,2.0,1.0,24.0,69.0,16.0,44.0,12.0,3.0,0.0,0.0,1,2,2,1,2014
340,REAL SOCIEDAD,LEVANTE,3-0,1-0,4.9,7.9,5.2,56,44,4.0,3.0,9.0,2.0,3.0,20.0,83.0,22.0,29.0,14.0,2.0,0.0,0.0,8.0,1.0,14.0,5.0,7.0,20.0,80.0,24.0,16.0,13.0,3.0,0.0,0.0,3,0,0,3,2014
341,CÓRDOBA,BARCELONA,0-8,0-2,7.0,2.8,10.0,25,75,4.0,1.0,5.0,0.0,5.0,16.0,69.0,3.0,30.0,11.0,2.0,0.0,0.0,9.0,11.0,27.0,7.0,8.0,16.0,91.0,10.0,14.0,3.0,0.0,0.0,0.0,0,8,8,0,2014
